"Playlist Title","Pachanga! #67"
"DJ Name",PJ
"Playlist Start Date","Apr 10, 2025"
"Playlist Start Time","11:00:00 AM"
"Playlist End Time","12:00:00 PM"
"Show Description","<p>It's time for a SPACE Pachanga. PJ plays classic pop rock and new wave alongside modern and local indie hits for an hour of upbeat and fun music. Will also occasionally feature themed playlists!</p>"

Date,Artist,Song,Release,Label
"Apr 10, 2025","The The",Giant,"Soul Mining",Epic
"Apr 10, 2025",Spirit,"I Got a Line On You","Time Circle (1968-1972)",Epic/Legacy
"Apr 10, 2025",Eisenach,"In My Head",Eisenach,
"Apr 10, 2025","Electric Light Orchestra","On the Run",Discovery,Epic/Legacy
"Apr 10, 2025","The Call","Everywhere I Go",Reconciled,"Elektra Asylum"
"Apr 10, 2025","State Cows","All Over",Challenges,"State Cows"
"Apr 10, 2025","Orville Peck","Where Are We Now?",Stampede,"Warner Records"
"Apr 10, 2025",Cream,"Tales of Brave Ulysses","Disraeli Gears","Polydor Records"
"Apr 10, 2025",strongboi,"fool around",strongboi,strongboi
"Apr 10, 2025","Omar Apollo",Useless,Apolonio,"Warner Records"
"Apr 10, 2025","Seals & Crofts","Yellow Dirt","Summer Breeze","Warner Records"
"Apr 10, 2025","Mott The Hoople","All the Way from Memphis","Mott (Expanded Edition)",Columbia/Legacy
"Apr 10, 2025",Cheekface,"Rude World","Middle Spoon",
"Apr 10, 2025","Sea Lemon",Stay,"Diving For A Prize",
"Apr 10, 2025","Mt. Joy",Coyote,"Hope We Have Fun",
